Id,Precinct,Violation,2007,2008,2009,2010,2011,2012,2013,2014,Max
1884,19,"SCHOOL BUS, PASSING STOPPED",0,0,3,1,0,0,0,0,3
1885,19,VENDOR: FAIL TO DISPLAY PRICES,0,0,6,26,3,4,6,0,416
1886,19,IDLING OF VEHICLE,1,0,2,1,0,0,1,0,216
1887,19,CONSUMPTION OF ALCOHOL IN PARK,2,2,1,5,0,4,3,2,538
1888,19,TOW TRUCK VIOLATIONS (OTHER),0,0,0,0,0,1,0,3,36
1889,19,WRONG WAY,1,0,0,2,0,0,0,0,3
1890,19,BIKE IN PARK,0,0,0,1,0,0,0,0,885
1891,19,OTHER AGRICULTURE & MARKETS LAW,0,0,0,0,0,2,0,1,10
1892,19,NO SMOKING SIGNS NOT POSTED,3,0,0,0,0,0,1,0,162
1893,19,SMOKING IN ELEVATOR,5,2,0,5,0,0,0,0,217
1894,19,IN PUBLIC UNDER DRUGS,0,0,0,2,0,0,0,0,5
1895,19,REGISTRATION STICKER MISSING/EXPIRED,1,0,0,0,0,0,0,0,2
1896,19,STOP SIGN,1,2,42,11,0,0,0,0,42
1897,19,NO MEDALLION,1,0,0,1,0,2,0,0,7
1898,19,PASSING ON RIGHT,0,0,1,1,0,0,0,0,1
1899,19,UNSAFE LANE CHANGE,1,1,2,3,0,0,1,0,5
1900,19,LOITERING (SCHOOL),0,1,1,0,0,0,0,0,143
1901,19,DRIVE ON SIDEWALK,3,0,5,2,0,0,0,0,20
1902,19,"FIREWORKS, POSSESS/USE",0,0,0,0,0,0,0,1,72
1903,19,AGGRAVATED UNLICENSED OPERATOR,0,0,0,0,0,1,0,0,208
1904,19,FAIL TO YIELD FOR EMERGENCY VEHICLE,0,0,0,1,0,1,0,0,5
1905,19,PROMOTING EXPOSURE,0,0,2,0,0,0,0,0,7
1906,19,DOG IN PARK,0,1,0,0,0,0,0,0,35
1907,19,CROSSWALK,0,0,0,0,3,3,0,0,11
1908,19,BARE HAND CONTACT (FOOD),0,0,1,5,1,1,16,0,50
1909,19,NON PAYMENT OF FARE (BUS),0,2,0,0,0,0,0,0,468
1910,19,FAILURE TO YIELD AT INTERSECTION,1,0,0,0,1,0,0,0,4
1911,19,DUMPING,1,2,1,1,2,0,0,0,10
1912,19,BICYCLE NO SAFETY HELMET,0,0,0,0,0,4,4,6,15
1913,19,OFFENSIVE EXHIBITION,0,0,1,0,1,0,0,0,3
1914,19,WINDSHIELD WASHERS,1,0,0,0,1,0,0,0,11
1915,19,SPEEDING,1,0,0,14,0,0,0,0,14
1916,19,LOITERING (BEGGING),1,1,0,0,0,0,0,0,5
1917,19,LOITERING (UNCLASSIFIED),0,2,0,0,0,0,0,0,14
1918,19,UNAUTHORIZED COLOR (TAXI YELLOW),1,1,0,0,0,0,0,0,11
1919,19,UNAUTHORIZED TAXI FOR HIRE,0,0,0,4,0,0,2,0,27
1920,19,VENDOR: BEYOND MARKET SPACE,0,0,0,0,0,0,0,1,3
1921,19,MOTORCYCLE (OTHER),0,0,1,1,0,3,0,0,10
1922,19,UNSAFELY BACKING,1,1,13,25,3,0,0,0,25
1923,19,MOTORCYCLE HELMET REQUIRED,0,0,0,0,0,1,0,0,3
1924,19,BICYCLE NO REFLECTOR VEST,0,0,0,0,0,0,6,0,6
1925,19,NO STANDING (BUS LANE),0,0,1,0,0,0,0,0,14
1926,19,U-TURN,0,0,1,0,0,0,0,0,24
1927,19,FAILED TO DISPLAY BARBER LICENSE,0,0,0,0,1,0,0,0,45
1928,19,PASSING ON LEFT,0,1,1,2,0,0,0,0,2
1929,19,NO STANDING (AUTH. VEHICLES),0,0,0,1,0,0,0,0,1
1930,19,NO PARKING,0,0,0,1,0,0,0,0,2
1931,19,TOW:SOLICITING TOW AT SCENE OF ACCIDENT,0,0,0,2,0,0,0,0,29
1932,19,FOLLOWING TOO CLOSELY,0,0,0,1,0,0,0,0,2
1933,19,FAIL TO YIELD AT LEFT TURN,0,0,0,1,0,0,0,0,1
1935,20,CONSUMPTION OF ALCOHOL,308,197,233,270,481,356,357,254,6323
1936,20,CRUISING PROHIBITED - MEDALLION,7,28,13,6,3,10,0,0,184
1937,20,DEFECTIVE BREAKLIGHT,0,0,0,4,0,0,0,0,59
1938,20,DEFECTIVE HEADLIGHT,1,0,0,7,0,0,0,0,31
1939,20,DISORDERLY CONDUCT,365,613,624,488,275,255,265,142,6537
1940,20,INADEQUATE MOTOR VEHICLE EQUIPMENT,3,0,0,15,0,1,0,0,335
1941,20,PARKING A VEHICLE EXCEEDING 12 INCHES FROM CURB,0,0,2,2,1,2,0,0,61
1942,20,EXPOSURE OF PERSON,1,2,2,5,0,0,2,1,200
1943,20,FEDERAL MOTOR VEHICLE SAFETY REGULATIONS,4,31,0,246,12,3,0,0,3695
1944,20,LITTERING,13,12,22,28,25,35,60,31,1253
1945,20,"MARIJUANA, POSSESSION OF",53,25,48,42,89,60,67,58,1020
1946,20,NO CERTIFICATE OF AUTHORITY,0,4,1,1,0,0,0,0,530
1947,20,NO CHAUFFEURS LICENSE (CLASS E),2,8,5,8,4,5,2,0,285
1948,20,COMMERCIAL VEHICLES NO NAME OR ADDRESS DISPLAYED,2,1,6,29,1,1,4,5,375
1949,20,NO TAX STAMP,9,7,0,59,26,16,1,0,437
1950,20,OBSTRUCTING TRAFFIC,1,0,0,2,0,0,0,0,117
1951,20,OTHER ADMINISTRATIVE CODE,162,534,473,495,196,341,311,107,2214
1952,20,OTHER HEALTH CODE,19,2,33,38,50,171,140,3,905
1953,20,OTHER NYS TRANSPORTATION,18,0,7,34,2,1,35,1,1420
1954,20,OTHER TAX LAW,4,0,0,0,0,0,0,1,130
1955,20,OTHER TRAFFIC REGULATIONS,3,19,16,26,3,4,4,0,773
1956,20,OTHER VEHICLE TRAFFIC LAW,8,7,25,43,16,28,15,11,541
1957,20,OVERWEIGHT (VEHICLE),0,0,0,1,0,0,0,0,38
1958,20,RECKLESS DRIVING,163,187,237,196,91,80,119,84,862
1959,20,TRESPASS,42,35,28,40,43,42,46,47,1068
1960,20,UNINSPECTED VEHICLE,1,0,0,1,0,0,0,0,25
1961,20,UNINSURED VEHICLE,2,10,6,8,7,14,1,0,163
1962,20,UNREGISTERED VEHICLE,2,3,5,21,2,2,0,1,268
1963,20,URINATING IN PUBLIC,95,104,110,98,120,88,90,47,3477
1964,20,VENDOR: DISPLAY MERCHANDISE ON SIDEWALK,30,6,36,31,18,20,13,1,337
1965,20,VENDOR: UNLICENSED,43,56,21,33,34,19,21,16,638
1966,20,INDETERMINABLE,1327,0,106,0,4,3,1,7,1503
1967,20,FAILURE TO COMPLY WITH SIGN,6,19,21,64,271,233,174,82,3756
1968,20,HIGHWAY USE TAX (NEW YORK STATE),0,1,0,0,0,0,0,0,91
1969,20,NOISE (UNREASONABLE),1,3,2,3,6,3,4,17,2681
1970,20,OTHER PENAL LAW,3,3,11,7,0,10,11,3,288
1971,20,PARK REGULATIONS(LITTERING/POLLUTING/DUMPING/UNATTENDED PROPERTY),4,3,3,3,7,23,51,23,1061
1972,20,SALE/PURCHASE/USE OF ALCOHOL BY MINOR,2,8,3,3,6,0,4,0,305
1973,20,SPITTING IN PUBLIC,3,2,5,2,6,3,7,4,337
1974,20,UNLICENSED OPERATOR,0,3,1,7,0,0,0,0,41
1975,20,BICYCLE INFRACTION (COMMERCIAL),376,697,448,716,375,102,58,107,3180
1976,20,IMPROPER PLATES,0,0,0,1,0,0,0,0,65
1977,20,"KNIFE, ANY IN PUBLIC VIEW",11,12,5,7,7,4,7,4,342
1978,20,DISORDERLY PREMISE LICENSED TO SELL ALCOHOL,1,1,2,3,3,0,2,0,35
1979,20,FAIL TO COMPLY WITH ORDER,0,1,0,0,1,0,0,0,13
1980,20,FAIL TO COMPLY WITH TAXI LIMOUSINE COMMISSION REGULATIONS,17,14,32,106,42,195,261,16,683
1981,20,UNINSURED VEHICLES FOR HIRE,2,0,2,6,22,29,18,9,164
1982,20,OTHER PARK REGULATIONS,16,19,35,21,26,46,75,4,536
1983,20,ACCEPT ON HAIL,85,89,43,47,27,8,3,1,694
1984,20,OTHER TRANSIT REGULATIONS,0,0,1,12,0,1,0,0,145
1985,20,UNDERAGE DRINKING,1,0,0,2,1,6,1,2,484
1986,20,NO TRIP SHEET,46,50,9,7,7,0,0,0,177
1987,20,POSSESSION OF KNIFE,5,5,5,7,4,5,5,6,67
1988,20,REVOKED REGISTRATION,2,4,1,0,2,0,0,1,139
1989,20,UNAUTHORIZED POSTING,1,0,1,0,0,0,0,0,133
1990,20,INVALID PROOF OF INSURANCE,3,0,1,2,2,0,0,0,32
1991,20,NO SECURITY GUARD LICENSE,0,1,1,0,3,1,3,0,66
1992,20,NOISE (DEVICE),0,0,3,0,0,1,2,0,376
1993,20,OTHER TAXI LIMOUSINE COMMISSION,18,97,9,3,0,3,34,3,279
1994,20,SALE OF ALCOHOL TO A MINOR,0,6,0,5,2,0,3,0,69
1995,20,SOUND REPRODUCTION DEVICE-NO PERMIT,0,0,0,0,0,0,1,0,51
1996,20,VEHICLE IN PARK,4,0,2,3,0,1,1,0,623
1997,20,HARASSMENT 2,18,2,3,7,1,1,2,2,53
1998,20,NOISE (HORN/ALARM),0,0,1,3,0,0,1,2,121
1999,20,DISORDERLY PERSON IN PARK,0,0,1,0,0,0,0,0,104
2000,20,DOG: UNLEASHED,2,2,4,4,2,1,3,2,345
2001,20,DOG: UNLICENSED,2,1,2,1,1,0,0,0,272
2002,20,FAILURE TO SURRENDER LICENSE OR REGISTRATION,1,0,1,0,0,0,0,0,54
2003,20,OTHER ALCOHOL BEVERAGE CONTROL LAWS,2,0,3,7,4,1,4,0,293
2004,20,"UNAUTHORIZED SIGNS (TAXI, CAR SERVICE)",1,0,4,24,19,23,5,0,87
2005,20,UNLICENSED SALE OF ALCOHOL,0,1,0,0,0,0,2,0,100
2006,20,CONSUMPTION OF ALCOHOL IN VEHICLE,0,0,0,0,0,2,0,1,10
2007,20,BICYCLE ON SIDEWALK,32,32,100,212,373,247,229,61,2730
2008,20,OTHER BUSINESS LAW,0,1,0,0,0,0,0,0,80
2009,20,UNLAWFULLY POSTING ADVERTISEMENTS,1,2,0,0,0,0,0,0,45
2010,20,BOX CUTTER,11,8,18,7,13,5,9,5,55
2011,20,LITTERNG,1,2,2,2,0,0,0,0,28
2012,20,OTHER NAVIGATION LAW,0,0,0,0,1,2,0,0,67
2013,20,SEX IN PARK,2,0,0,4,0,2,2,1,42
2014,20,VENDING: NO TAX STAMP,2,1,4,9,1,12,0,0,317
2015,20,FIREWORKS,0,2,0,0,0,0,0,0,72
2016,20,FAILURE TO YIELD TO PEDESTRIAN IN CROSSWALK,0,0,0,1,0,0,0,0,13
2017,20,FOOD PROTECTION/STORAGE/TRANSPORTATION,0,0,0,5,0,0,0,0,31
2018,20,UNLICENSED VEHICLE FOR HIRE,11,7,6,4,13,5,2,2,705
2019,20,POSSESSION OF MACE,1,0,0,0,0,0,0,1,12
2020,20,VENDING ON PARKING METER,2,10,2,4,0,16,2,2,274
2021,20,URINATE/DEFICATE IN PARK,1,1,0,0,0,0,0,0,88
2022,20,BICYCLE (OTHER),0,2,0,2,0,0,0,0,29
2023,20,NO PREGNANCY WARNING SIGN,0,0,1,0,0,0,0,0,31
2024,20,JAYWALKING,2,24,2,2,4,0,0,2,324
2025,20,RED LIGHT (DISOBEY),3,0,6,7,1,0,0,0,548
2026,20,VENDOR: (OTHER),0,0,539,653,451,93,32,1,1608
2027,20,LIMITED USE AUTOMOBILE REVOCATION OR SUSPENSION,0,0,0,0,3,1,0,0,263
2028,20,INSURANCE STAMP EXPIRED,0,0,9,5,3,5,6,0,44
2029,20,KEY IN IGNITION,0,0,0,1,0,0,0,0,558
2030,20,OTHER SANITARY CODE,0,0,0,0,1,3,0,0,27
2031,20,LEAVING THE SCENE OF AN ACCIDENT (PROPERTY DAMAGE),0,0,2,0,0,0,0,0,6
2032,20,IMPROPER STICKER,0,0,1,0,0,0,0,0,539
2033,20,PANHANDLING,9,10,6,2,0,2,0,5,284
2034,20,PICK-UP FARE IN BUS STOP,0,0,0,3,0,0,1,0,23
2035,20,ONE WAY STREET,1,1,0,1,0,0,0,0,634
2036,20,VENDOR:RESTRICTIONS ON PLACMENT VEHICLE/PUSHCARTS,0,0,19,24,93,378,367,4,778
2037,20,DOG: FAILURE TO REMOVE CANINE WASTE,0,0,0,0,0,1,0,0,73
2038,20,"IMITATION PISTOL/AIR RIFLE, POSSESSION OF",0,0,0,1,1,0,2,1,16
2039,20,DOG: NO VACCINATION,0,1,1,0,2,0,0,0,250
2040,20,IMPROPER TURN,0,0,1,0,0,0,0,0,4
2041,20,VENDOR: FAIL TO DISPLAY PERMIT,0,0,33,121,224,190,111,0,400
2042,20,GRAFFITI,0,0,0,0,0,0,1,0,20
2043,20,PICK UP HAIL IN BUS STOP,8,1,5,2,0,0,0,2,271
2044,20,SMOKING IN TRAIN STATION,0,1,0,0,0,0,0,0,74
2045,20,"SCHOOL BUS, PASSING STOPPED",0,0,1,0,0,0,0,0,3
2046,20,VENDOR: FAIL TO DISPLAY PRICES,0,0,60,101,40,15,13,0,416
2047,20,OTHER ENVIRONMENTAL CONSERVATION LAW,0,0,4,2,0,0,0,0,14
2048,20,IDLING OF VEHICLE,1,0,0,0,1,0,1,1,216
2049,20,CONSUMPTION OF ALCOHOL IN PARK,1,1,5,6,6,2,3,2,538
2050,20,BIKE IN PARK,0,1,0,0,0,2,2,0,885
2051,20,OTHER AGRICULTURE & MARKETS LAW,0,0,0,1,0,0,0,1,10
2052,20,OTHER NYS WORK COMPENSATION,0,0,0,0,0,0,1,0,14
2053,20,SMOKING IN ELEVATOR,3,2,0,0,0,0,0,0,217
2054,20,LOITERING (GAMBLING),1,0,0,0,4,0,0,0,473
2055,20,UNSAFE LANE CHANGE,1,0,0,0,0,0,0,0,5
2056,20,OPEN FIRE,0,0,0,0,0,0,1,0,33
2057,20,LOITERING (SCHOOL),10,13,7,11,11,0,3,0,143
2058,20,DRIVE ON SIDEWALK,0,0,0,0,0,1,0,0,20
2059,20,"FIREWORKS, POSSESS/USE",5,0,0,0,0,0,0,0,72
2060,20,FIRE WITHOUT PERMIT,0,0,0,1,0,1,1,0,73
2061,20,AGGRAVATED UNLICENSED OPERATOR,0,1,1,0,0,0,0,0,208
2062,20,FAIL TO YIELD FOR EMERGENCY VEHICLE,0,0,1,0,0,0,0,0,5
2063,20,PROMOTING EXPOSURE,1,0,0,0,0,1,1,0,7
2064,20,DOG IN PARK,0,1,0,1,0,0,1,0,35
2065,20,VENDOR: OVERSIZE TABLE,0,0,8,6,3,4,1,0,96
2066,20,PICK UP FROM BUS STOP,0,0,0,0,0,0,44,11,158
2067,20,BARE HAND CONTACT (FOOD),0,30,18,43,45,38,13,0,50
2068,20,NON PAYMENT OF FARE (BUS),0,1,0,0,0,0,0,0,468
2069,20,BICYCLE NO BELL,2,0,0,0,0,0,0,0,61
2070,20,DUMPING,1,0,0,0,0,0,0,0,10
2071,20,BICYCLE NO SAFETY HELMET,1,0,0,1,0,0,0,0,15
2072,20,CRUISING,0,0,0,0,0,2,0,0,9
2073,20,LOITERING (BEGGING),0,0,1,0,0,0,0,0,5
2074,20,LOITERING (UNCLASSIFIED),0,3,0,0,0,0,0,0,14
2075,20,UNAUTHORIZED COLOR (TAXI YELLOW),0,0,0,0,0,0,3,0,11
2076,20,POLICE RADIO OR EQUIPMENT,0,0,0,0,0,0,2,0,5
2077,20,UNAUTHORIZED TAXI FOR HIRE,0,0,1,1,0,0,0,0,27
2078,20,MOTORCYCLE HELMET REQUIRED,0,0,0,1,0,0,0,0,3
2079,20,NO STANDING (BUS LANE),1,0,0,0,0,0,0,0,14
2080,20,LOITERING (TRANSPORTATION FACILITY/SLEEPING),1,0,0,0,0,0,0,0,2
2081,20,NO STANDING (BUS STOP),0,0,0,1,0,0,0,0,23
2082,20,SMOKING,0,3,0,0,0,0,0,0,48
2083,20,TRUANCY,0,0,1,1,0,0,0,0,503
2084,20,"RIFLE, SHOTGUN, AMMO SALE OR PURCHASE",0,0,0,0,0,0,1,0,4
2086,22,CONSUMPTION OF ALCOHOL,340,394,349,456,423,569,420,325,6323
2087,22,CRUISING PROHIBITED - MEDALLION,0,0,1,0,0,2,0,0,184
2088,22,DISORDERLY CONDUCT,33,34,41,34,64,134,51,20,6537
2089,22,INADEQUATE MOTOR VEHICLE EQUIPMENT,0,0,0,2,0,2,2,0,335
2090,22,EXPOSURE OF PERSON,11,9,8,6,3,13,6,3,200
2091,22,LITTERING,2,1,0,0,14,6,16,3,1253
2092,22,"MARIJUANA, POSSESSION OF",11,8,8,6,60,50,80,87,1020
2093,22,NO CERTIFICATE OF AUTHORITY,0,2,0,0,0,0,0,0,530
2094,22,NO CHAUFFEURS LICENSE (CLASS E),0,0,1,0,3,3,2,1,285
2095,22,NO TAX STAMP,1,4,0,0,0,0,1,0,437
2096,22,OTHER ADMINISTRATIVE CODE,15,0,11,255,101,174,217,169,2214
2097,22,OTHER HEALTH CODE,1,0,0,0,0,0,0,0,905
2098,22,OTHER NYS TRANSPORTATION,0,0,0,0,0,1,0,0,1420
2099,22,OTHER TRAFFIC REGULATIONS,0,0,0,0,5,5,4,2,773
2100,22,OTHER VEHICLE TRAFFIC LAW,1,2,0,4,1,1,10,4,541
2101,22,PAVEMENT MARKING (DISOBEY),0,0,1,0,0,1,0,0,84
2102,22,RECKLESS DRIVING,14,31,26,18,43,78,38,28,862
2103,22,TRESPASS,5,8,0,5,0,3,0,8,1068
2104,22,UNINSURED VEHICLE,3,6,89,59,26,19,12,2,163
2105,22,UNREGISTERED VEHICLE,1,0,0,0,0,0,1,0,268
2106,22,URINATING IN PUBLIC,15,10,14,33,17,23,34,46,3477
2107,22,VENDOR: DISPLAY MERCHANDISE ON SIDEWALK,6,0,0,0,0,0,0,0,337
2108,22,VENDOR: UNLICENSED,15,1,3,3,7,1,12,38,638
2109,22,INDETERMINABLE,362,0,0,0,3,0,0,0,1503
2110,22,FAILURE TO COMPLY WITH SIGN,1589,2924,2623,2618,3042,3068,3756,3065,3756
2111,22,HIGHWAY USE TAX (NEW YORK STATE),0,0,0,0,0,0,1,0,91
2112,22,NOISE (UNREASONABLE),0,1,0,3,9,0,0,0,2681
2113,22,OTHER PENAL LAW,9,0,1,0,2,4,4,1,288
2114,22,PARK REGULATIONS(LITTERING/POLLUTING/DUMPING/UNATTENDED PROPERTY),332,416,340,366,457,880,774,594,1061
2115,22,SALE/PURCHASE/USE OF ALCOHOL BY MINOR,0,1,0,0,0,1,0,0,305
2116,22,SPITTING IN PUBLIC,3,1,0,2,1,2,1,0,337
2117,22,UNLICENSED OPERATOR,1,1,1,1,2,0,1,1,41
2118,22,BICYCLE INFRACTION (COMMERCIAL),15,0,0,1,0,0,0,0,3180
2119,22,"KNIFE, ANY IN PUBLIC VIEW",0,2,1,1,4,1,0,0,342
2120,22,FAIL TO COMPLY WITH ORDER,0,0,0,0,0,0,1,1,13
2121,22,FAIL TO COMPLY WITH TAXI LIMOUSINE COMMISSION REGULATIONS,1,2,2,0,3,1,1,0,683
2122,22,UNINSURED VEHICLES FOR HIRE,1,1,0,1,0,1,0,0,164
2123,22,OTHER PARK REGULATIONS,883,377,536,377,202,170,170,72,536
2124,22,ACCEPT ON HAIL,1,1,1,0,0,0,0,0,694
2125,22,UNDERAGE DRINKING,0,5,0,0,3,0,0,0,484
2126,22,NO TRIP SHEET,2,0,0,0,4,0,0,0,177
2127,22,POSSESSION OF KNIFE,0,0,0,0,0,0,0,0,67
2128,22,INVALID PROOF OF INSURANCE,0,0,1,0,0,0,0,0,32
2129,22,NOISE (DEVICE),0,0,0,0,0,1,1,1,376
2130,22,OTHER TAXI LIMOUSINE COMMISSION,5,0,0,0,0,0,0,0,279
2131,22,SOUND REPRODUCTION DEVICE-NO PERMIT,0,0,0,0,1,0,1,1,51
2132,22,VEHICLE IN PARK,289,360,421,463,623,529,522,460,623
2133,22,HARASSMENT 2,0,0,0,1,2,0,0,0,53
2134,22,DISORDERLY PERSON IN PARK,122,104,39,34,84,70,15,11,104
2135,22,DOG: UNLEASHED,0,1,0,1,1,0,4,1,345
2136,22,BICYCLE ON SIDEWALK,9,0,11,15,13,23,6,6,2730
2137,22,UNLAWFULLY POSTING ADVERTISEMENTS,0,0,0,0,0,0,0,3,45
2138,22,BOX CUTTER,0,0,2,0,0,0,0,0,55
2139,22,LITTERNG,11,7,14,13,15,27,19,9,28
2140,22,SEX IN PARK,4,4,15,4,22,20,21,30,42
2141,22,VENDING: NO TAX STAMP,2,2,0,0,0,0,0,0,317
2142,22,FAILURE TO YIELD TO PEDESTRIAN IN CROSSWALK,0,0,1,1,0,0,0,1,13
2143,22,UNLICENSED VEHICLE FOR HIRE,0,4,3,5,3,2,3,0,705
2144,22,LOITERING (SEXUAL CONDUCT),1,0,0,0,0,0,0,0,6
2145,22,POSSESSION OF MACE,0,0,0,2,0,1,0,0,12
2146,22,URINATE/DEFICATE IN PARK,61,34,34,56,30,32,23,32,88
2147,22,BICYCLE (OTHER),0,1,0,0,0,1,0,0,29
2148,22,RED LIGHT (DISOBEY),0,0,0,3,0,1,2,0,548
2149,22,VENDOR: (OTHER),0,0,0,1,0,16,3,5,1608
2150,22,KEY IN IGNITION,0,0,0,0,0,0,0,1,558
2151,22,ONE WAY STREET,0,0,1,3,1,0,0,0,634
2152,22,DOG: FAILURE TO REMOVE CANINE WASTE,0,0,0,1,0,0,0,0,73
2153,22,IMPROPER TURN,0,0,0,0,0,1,1,1,4
2154,22,VENDOR: FAIL TO DISPLAY PERMIT,0,0,4,0,0,0,2,9,400
2155,22,PICK UP HAIL IN BUS STOP,0,1,0,0,0,0,0,0,271
2156,22,CONSUMPTION OF ALCOHOL IN PARK,81,74,54,74,233,116,99,34,538
2157,22,WRONG WAY,0,0,0,0,0,0,0,1,3
2158,22,BIKE IN PARK,78,382,885,253,104,187,268,104,885
2159,22,LOITERING (GAMBLING),0,0,0,2,0,0,0,0,473
2160,22,"FIREWORKS, POSSESS/USE",0,0,0,2,0,0,0,1,72
2161,22,FIRE WITHOUT PERMIT,3,2,2,5,1,4,3,2,73
2162,22,DOG IN PARK,3,6,10,20,22,27,13,2,35
2163,22,CROSSWALK,0,1,0,0,0,0,0,0,11
2164,22,BICYCLE NO BRAKES,0,0,0,2,0,0,0,0,24
2165,22,BICYCLE NO LIGHTS,0,1,0,0,0,0,0,0,25
2166,22,BICYCLE NO BELL,0,1,0,0,0,0,0,0,61
2167,22,FAILURE TO YIELD AT INTERSECTION,0,0,0,0,1,0,0,1,4
2168,22,TICKET SPECULATION,0,1,0,0,0,0,0,0,468
2169,22,TRUANCY,0,3,3,1,0,0,0,0,503
2171,23,CONSUMPTION OF ALCOHOL,3637,4365,3599,4591,3118,2166,2130,2263,6323
2172,23,CRUISING PROHIBITED - MEDALLION,41,15,17,43,9,5,7,1,184
2173,23,DEFECTIVE BREAKLIGHT,0,0,0,1,0,0,0,0,59
2174,23,DISORDERLY CONDUCT,3536,3303,2568,3520,2105,1526,1132,779,6537
2175,23,INADEQUATE MOTOR VEHICLE EQUIPMENT,2,1,10,58,3,2,8,2,335
2176,23,PARKING A VEHICLE EXCEEDING 12 INCHES FROM CURB,5,1,28,39,14,2,1,1,61
2177,23,EXPOSURE OF PERSON,94,84,45,31,26,20,13,5,200
2178,23,FEDERAL MOTOR VEHICLE SAFETY REGULATIONS,4,1,1,3,7,0,5,13,3695
2179,23,LITTERING,451,426,413,279,218,180,137,128,1253
2180,23,"MARIJUANA, POSSESSION OF",125,101,70,50,73,100,195,221,1020
2181,23,NO CERTIFICATE OF AUTHORITY,7,7,7,4,1,0,0,0,530
2182,23,NO CHAUFFEURS LICENSE (CLASS E),18,16,35,30,35,20,31,3,285
2183,23,COMMERCIAL VEHICLES NO NAME OR ADDRESS DISPLAYED,10,4,12,10,3,1,0,0,375
2184,23,NO TAX STAMP,20,11,53,72,88,76,64,0,437
2185,23,OBSTRUCTING TRAFFIC,3,3,1,5,1,0,0,1,117
2186,23,OTHER ADMINISTRATIVE CODE,52,63,114,119,88,80,79,91,2214
2187,23,OTHER HEALTH CODE,40,13,47,48,10,25,51,34,905
2188,23,OTHER NYS TRANSPORTATION,21,2,25,25,8,0,13,3,1420
2189,23,OTHER TAX LAW,8,4,3,1,0,0,1,0,130
2190,23,OTHER TRAFFIC REGULATIONS,8,6,19,10,6,2,1,4,773
2191,23,OTHER VEHICLE TRAFFIC LAW,11,26,47,67,113,42,34,20,541
2192,23,PAVEMENT MARKING (DISOBEY),0,0,0,0,1,0,0,0,84
2193,23,RECKLESS DRIVING,241,333,403,460,388,457,295,195,862
2194,23,TRESPASS,741,559,491,325,195,168,103,77,1068
2195,23,UNINSPECTED VEHICLE,1,0,0,3,1,1,0,1,25
2196,23,UNINSURED VEHICLE,10,31,57,59,42,27,8,3,163
2197,23,UNREGISTERED VEHICLE,16,6,18,15,6,6,16,21,268
2198,23,URINATING IN PUBLIC,503,548,509,582,540,405,429,375,3477
2199,23,VENDOR: DISPLAY MERCHANDISE ON SIDEWALK,8,4,4,2,16,7,6,0,337
2200,23,VENDOR: UNLICENSED,163,190,431,295,253,224,127,19,638
2201,23,INDETERMINABLE,948,23,62,34,49,13,9,24,1503
2202,23,FAILURE TO COMPLY WITH SIGN,221,296,217,179,122,193,182,331,3756
2203,23,HIGHWAY USE TAX (NEW YORK STATE),2,0,0,2,0,0,0,0,91
2204,23,NOISE (UNREASONABLE),48,84,251,78,53,18,46,49,2681
2205,23,OTHER PENAL LAW,17,23,27,7,5,12,10,5,288
2206,23,PARK REGULATIONS(LITTERING/POLLUTING/DUMPING/UNATTENDED PROPERTY),388,425,353,321,167,166,164,279,1061
2207,23,SALE/PURCHASE/USE OF ALCOHOL BY MINOR,62,36,49,41,30,7,9,3,305
2208,23,SPITTING IN PUBLIC,108,88,68,44,67,33,20,24,337
2209,23,UNLICENSED OPERATOR,12,9,14,8,5,4,5,5,41
2210,23,BICYCLE INFRACTION (COMMERCIAL),6,5,2,5,3,4,15,1,3180
2211,23,IMPROPER PLATES,2,1,6,2,0,0,0,0,65
2212,23,"KNIFE, ANY IN PUBLIC VIEW",13,9,5,4,2,7,1,6,342
2213,23,DISORDERLY PREMISE LICENSED TO SELL ALCOHOL,4,1,0,1,1,6,6,3,35
2214,23,FAIL TO COMPLY WITH ORDER,4,2,0,3,3,1,0,0,13
2215,23,FAIL TO COMPLY WITH TAXI LIMOUSINE COMMISSION REGULATIONS,104,36,60,54,68,36,18,1,683
2216,23,SAFETY BELT (ADULT),2,0,0,0,0,0,0,0,9
2217,23,UNINSURED VEHICLES FOR HIRE,5,4,5,7,15,7,1,1,164
2218,23,OTHER PARK REGULATIONS,169,145,65,21,21,57,56,29,536
2219,23,ACCEPT ON HAIL,73,35,107,132,136,36,23,11,694
2220,23,OTHER TRANSIT REGULATIONS,0,1,2,4,1,0,0,0,145
2221,23,UNDERAGE DRINKING,40,26,31,29,16,8,6,3,484
2222,23,NO TRIP SHEET,10,7,31,54,12,1,3,3,177
2223,23,POSSESSION OF KNIFE,36,12,5,5,8,2,9,3,67
2224,23,REVOKED REGISTRATION,32,75,28,24,3,3,0,3,139
2225,23,UNAUTHORIZED POSTING,0,0,1,1,2,0,0,0,133
2226,23,INVALID PROOF OF INSURANCE,0,0,14,3,1,1,0,2,32
2227,23,NO SECURITY GUARD LICENSE,0,4,2,5,2,5,12,0,66
2228,23,NOISE (DEVICE),7,3,52,11,3,1,1,3,376
2229,23,OTHER TAXI LIMOUSINE COMMISSION,5,1,4,6,2,3,6,4,279
2230,23,SALE OF ALCOHOL TO A MINOR,1,0,1,4,1,1,0,0,69
